unique_id	parent_id	path	description	keywords
483		Sports	Content primarily about Sports, including news, information, guides, reviews, products, services, and trends related to sports, teams, leagues, athletes, competitions, training, and fandom.	sports, sport
484	483	Sports > American Football	Content about American Football within Sports, covering topics such as sports, sport, american, and football, along with relevant news, advice, products, services, and trends.	sports, sport, american, football
507	483	Sports > Australian Rules Football	Content about Australian Rules Football within Sports, covering topics such as sports, sport, australian, rules, rule, and football, along with relevant news, advice, products, services, and trends.	sports, sport, australian, rules, rule, football
518	483	Sports > Auto Racing	Content about Auto Racing within Sports, covering topics such as sports, sport, auto, car, vehicle, and automotive, along with relevant news, advice, products, services, and trends.	sports, sport, auto, car, vehicle, automotive, racing
519	518	Sports > Auto Racing > Motorcycle Sports	Content about Motorcycle Sports within Sports and Auto Racing, including articles, updates, reviews, guides, and discussions related to sports, sport, auto, car, vehicle, and automotive.	sports, sport, auto, car, vehicle, automotive, racing, motorcycle
534	483	Sports > Badminton	Content about Badminton within Sports, covering topics such as sports, sport, and badminton, along with relevant news, advice, products, services, and trends.	sports, sport, badminton
545	483	Sports > Baseball	Content about Baseball within Sports, covering topics such as sports, sport, and baseball, along with relevant news, advice, products, services, and trends.	sports, sport, baseball
547	483	Sports > Basketball	Content about Basketball within Sports, covering topics such as sports, sport, and basketball, along with relevant news, advice, products, services, and trends.	sports, sport, basketball
548	483	Sports > Beach Volleyball	Content about Beach Volleyball within Sports, covering topics such as sports, sport, beach, and volleyball, along with relevant news, advice, products, services, and trends.	sports, sport, beach, volleyball
549	483	Sports > Bodybuilding	Content about Bodybuilding within Sports, covering topics such as sports, sport, and bodybuilding, along with relevant news, advice, products, services, and trends.	sports, sport, bodybuilding
550	483	Sports > Bowling	Content about Bowling within Sports, covering topics such as sports, sport, and bowling, along with relevant news, advice, products, services, and trends.	sports, sport, bowling
485	483	Sports > Boxing	Content about Boxing within Sports, covering topics such as sports, sport, and boxing, along with relevant news, advice, products, services, and trends.	sports, sport, boxing
486	483	Sports > Cheerleading	Content about Cheerleading within Sports, covering topics such as sports, sport, and cheerleading, along with relevant news, advice, products, services, and trends.	sports, sport, cheerleading
487	483	Sports > College Sports	Content about College Sports within Sports, covering topics such as sports, sport, and college, along with relevant news, advice, products, services, and trends.	sports, sport, college
490	487	Sports > College Sports > College Baseball	Content about College Baseball within Sports and College Sports, including articles, updates, reviews, guides, and discussions related to sports, sport, college, and baseball.	sports, sport, college, baseball
489	487	Sports > College Sports > College Basketball	Content about College Basketball within Sports and College Sports, including articles, updates, reviews, guides, and discussions related to sports, sport, college, and basketball.	sports, sport, college, basketball
488	487	Sports > College Sports > College Football	Content about College Football within Sports and College Sports, including articles, updates, reviews, guides, and discussions related to sports, sport, college, and football.	sports, sport, college, football
491	483	Sports > Cricket	Content about Cricket within Sports, covering topics such as sports, sport, and cricket, along with relevant news, advice, products, services, and trends.	sports, sport, cricket
492	483	Sports > Cycling	Content about Cycling within Sports, covering topics such as sports, sport, and cycling, along with relevant news, advice, products, services, and trends.	sports, sport, cycling
